stop_name,stop_id,stop_lat,stop_lon
B Hosur Circle,4w3,12.7425,77.44816
B Hosur Circle,5nw,12.74247,77.4482
B Hosur Water Tank,56d,12.74258,77.45109
B Krishnappa Nagara,bk,12.99714,77.40872
B Marenahalli,4pt,13.16626,77.73752
B Marenahalli,5pm,13.16635,77.73759
B Nagasandra,13k,12.94367,77.65359
B Nagasandra,415,12.94368,77.65363
B Narayanapura,4n,13.00039,77.68399
B Narayanapura,55m,13.00028,77.68415
B Narayanapura Ring Road,2s5,12.99583,77.68417
B Narayanapura Ring Road,dn,12.99589,77.68387
B Palya Razakapalya,56z,13.14436,77.6594
B Palya Razakapalya,67u,13.1444,77.65941
BCC Layout,4vl,12.95128,77.52978
BCC Layout Cross,61a,12.95473,77.53486
BCMC Layout Raghuvanahalli,578,12.87833,77.54947
BCMC Layout Raghuvanahalli,zh,12.87838,77.54934
BDA Complex Banashankari 2nd Stage,1hz,12.92448,77.56464
BDA Complex Banashankari 2nd Stage,1ji,12.9247,77.56428
BDA Complex Cross Nagarabhavi,3z8,12.97211,77.51293
BDA Complex Cross Nagarabhavi,b6,12.97199,77.51278
BDA Complex HBR Layout,2s2,13.02577,77.62812
BDA Complex HSR Layout,10v,12.91296,77.63807
BDA Complex HSR Layout,5w0,12.91282,77.63805
BDA Complex Koramangala,4o6,12.93109,77.62248
BDA Complex Koramangala,4wm,12.93094,77.62221
BDA Complex Nagarabhavi,1rh,12.97983,77.51054
BDA Complex Nagarabhavi,21g,12.97958,77.51064
BDA Complex Nagarabhavi,2z0,12.97938,77.51073
BDA Flats Kommaghatta,1ef,12.91473,77.46208
BDA Park Bande Maramma Temple,3qx,12.96948,77.5148
BDS Nagara,1ty,13.06573,77.64309
BDS Nagara,37j,13.0657,77.64308
BEL Circle,15p,13.04639,77.55583
BEL Circle,17w,13.0452,77.55669
BEL Circle,2te,13.04402,77.55489
BEL Circle,3df,13.04345,77.55702
BEL Circle,3u3,13.04376,77.55806
BEL Circle,ij,13.04588,77.55654
BEL Factory,1h4,13.04887,77.55861
BEL Hospital,1bh,13.04987,77.55755
BEL Hospital,1vh,13.05064,77.55745
BEL Layout Dasanapura,14c,13.09151,77.42363
BEL Layout Dasanapura,4wq,13.09139,77.42347
BEL Market,3wf,13.05189,77.55192
BEL Market 1,2nq,13.05192,77.55193
BEML Complex,3wq,12.91973,77.52028
BEML Complex,4u,12.91952,77.52033
BEML Factory,1eq,12.97146,77.65908
BEML Gate,2yc,12.9714,77.65873
BEML Gate,4jp,12.97146,77.65859
BEML Layout 5th stage,4f7,12.90681,77.52108
BEML Layout 5th stage,5q2,12.90685,77.52137
BEML Layout Gate,264,12.96054,77.7165
BEML Layout Gate,54p,12.96083,77.71641
BGS College Chikkaballapura,4bx,13.39584,77.72679
BGS College Chikkaballapura,4w5,13.39551,77.72662
BGS College Gate Devagere,5r7,12.84762,77.46871
BGS College Gate Devagere,yx,12.84759,77.46868
BGS Health City,484,12.90313,77.49819
BGS Health City Gate Abhiman Studio,4dh,12.90714,77.49909
BGS Health City Gate Abhiman Studio,m5,12.90706,77.49921
BGS International Residential School,3s1,12.84663,77.46205
BGS PU College Thotagere,21d,13.14428,77.45141
BGS PU College Thotagere,50s,13.14427,77.45146
BGS School Banandur,3xa,12.77952,77.39727
BGS School Banandur,3zi,12.77941,77.39728
BHEL,1e0,12.84492,77.66026
BHEL,1g2,12.84506,77.65993
BHEL,268,12.94874,77.53559
BHEL,2n1,12.8452,77.66026
BHEL,4eh,12.94872,77.53583
BHEL Concord Layout,3um,12.90822,77.50942
BHEL Layout,5fv,12.91624,77.50835
BHEL Layout Cross,2r9,12.91583,77.51098
BHEL Layout Cross,56n,12.91577,77.51103
BHEL Layout Cross,i1,12.91617,77.51305
BHEL Layout Maramma Temple,5br,12.92192,77.5088
BHEL Layout Water Tank,29j,12.91895,77.50906
BHEL Layout Water Tank,3op,12.91904,77.50901
BIES Kuduregere,46q,13.06249,77.46974
BK Circle,24e,12.87062,77.58325
BK Circle,5cn,12.87056,77.58309
BK Circle,j5,12.87067,77.58316
BMSIT College Campous Yelahanka,sp,13.1337,77.56811
BMTC Training Centre,1qv,13.01991,77.44837
BMTC Training Centre,5sf,13.01994,77.44841
BN Bachegowda Badavane,9a,12.9627,77.84542
BN Bachegowda Badavane Colony,1vf,12.96278,77.84512
BOB Colony,4n8,12.89299,77.5864
BP Indian School Nelamangala,1ky,13.08764,77.37555
BP Indian School Nelamangala,2b6,13.0877,77.37529
BPL,1ui,12.98545,77.74784
BPL,3uv,12.88691,77.59676
BPL,4tf,12.98531,77.74768
BPL,9j,12.88702,77.59697
BPL,kl,12.98525,77.74828
BRV Talkies Cubbon Road,22s,12.97941,77.60223
BRV Talkies Cubbon Road,2bl,12.97911,77.60273
BSF Yalahanka,60t,13.12912,77.60492
BSF Yalahanka,rk,13.12915,77.60494
BTL College,2yv,12.8117,77.69472
BTL College,4qj,12.81185,77.69485
BTM Layout 16th Main,4eg,12.91662,77.60912
BTM Layout 16th Main,ue,12.9165,77.60932
BTM Layout 16th Main Road,4ms,12.9162,77.61014
BTM Layout Water Tank,1le,12.91667,77.60718
BTM Layout Water Tank,327,12.91654,77.60711
BTR Garden,16k,12.89033,77.64645
BTR Garden,4tl,12.89028,77.64662
BTS Layout Basaveshwaranagara,54f,12.97707,77.48056
BTS Layout Basaveshwaranagara,wm,12.97704,77.4804
BUC ADM Block,5sj,12.95005,77.50086
BUC ADM Block,m6,12.95007,77.50069
BUC Ladies Hostel,1av,12.94187,77.50602
BUC Ladies Hostel,59f,12.94174,77.5061
BUC Library,22o,12.94439,77.50435
BUC Library,5yv,12.9443,77.50421
BUC Quarters,c1,12.95203,77.49917
BWSSB Quarters Nayandahalli,4ng,12.94013,77.52412
BWSSB Quarters Nayandahalli,4tq,12.93987,77.5236
BWSSB Tavarekere,4pz,12.96999,77.39935
BWSSB Tavarekere,5qy,12.97007,77.39937
Babasahebarapalya,13t,12.90132,77.46264
Babusabpalya,15u,13.0226,77.64702
Babusabpalya,2op,13.02274,77.64721
Babusabpalya 302,3sh,13.02285,77.64747
Bachahalli Gate,3d5,13.21219,77.6732
Bachahalli Gate,4l6,13.21205,77.67332
Bachenahatti,2lq,12.95476,77.30408
Bachenahatti,3p2,12.955,77.30395
Badekatte,16j,12.81806,77.48975
Badekatte,5tg,12.8181,77.48975
Badrapura,5a5,12.87177,77.42746
Bagalagunte,4qa,13.05665,77.50735
Bagalagunte,5qu,13.05657,77.50728
Bagalur,1wn,13.13468,77.66816
Bagalur,2hh,13.13453,77.66797
Bagalur,w5,13.1346,77.6679
Bagalur Colony,130,13.14146,77.6713
Bagalur Colony,1ww,13.14146,77.67118
Bagalur Cross,30j,13.12184,77.61128
Bagalur Cross,48f,13.12175,77.61129
Bagalur Cross,4jt,13.12198,77.61061
Bagalur Cross,d8,13.12211,77.61116
Bagalur Santhe,188,13.13351,77.66675
Bagalur Santhe,1xq,13.13334,77.6668
Bagmane Tech Park,1px,12.98074,77.65679
Bagmane Tech Park,1qo,12.98086,77.65669
Bagmane Tech Park (Graphite India),rc,12.97028,77.70706
Baguru,34,12.89677,77.84224
Baguru,vx,12.89645,77.84275
Baguru Colony,3un,12.89469,77.84648
Baguru Colony,p6,12.89457,77.8465
Baladimmanahalli,4jw,13.1898,77.74341
Baladimmanahalli,zo,13.18959,77.74336
Balageranahalli Cross,1bs,12.78744,77.73468
Balagere,1fw,12.9396,77.72902
Balagere,ac,12.93963,77.72901
Balaji Badavane Sulikere,4et,12.93569,77.44328
Balaji Badavane Sulikere,4sy,12.9356,77.44329
Balaji Layout,5u7,12.96002,77.48914
Balaji Layout 100ft Road,1tk,12.87772,77.53984
Balaji Layout 100ft Road,433,12.87774,77.53977
Balaji Theatre Magadi,1sc,12.96057,77.23686
Balaji Theatre Magadi,3bb,12.96052,77.23689
Balavikas International School,501,12.96696,77.51453
Balekatte,36i,12.92767,77.21026
Balekatte,3os,12.9278,77.21031
Balenahalli,4em,12.89576,77.19354
Balenahalli,5t,12.89564,77.19349
Balepura,2q1,13.19919,77.77893
Balepura,j,13.1992,77.77885
Balepura Gate,5kl,13.19773,77.77708
Balepura Gate,67j,13.19781,77.77705
Balepura Gate,k0,13.19791,77.77734
Baleveeranahalli,24o,13.01854,77.39391
Balluru Cross,4fz,12.74978,77.77932
Baluvanahalli Cross,4hf,13.26238,77.80811
Bamboo Bazaar,4i6,12.99208,77.60402
Bamboo Bazaar,68o,12.99192,77.60332
Banahalli,10x,13.21369,77.9123
Banahalli,yc,13.21376,77.91228
Banandur Circle,10m,12.77538,77.39844
Banandur Circle,3k,12.77536,77.39841
Bananduru,2o8,12.77677,77.39795
Bananduru,5k7,12.77677,77.3979
Banarahalli,11i,12.95716,77.86284
Banasawadi,1ih,13.01441,77.65102
Banasawadi,4vt,13.01452,77.65234
Banasawadi 100 Feet Road,24n,13.01513,77.64963
Banasawadi 100 Feet Road,aw,13.01508,77.64969
Banashankari,1m8,12.91631,77.57373
Banashankari,2hi,12.91679,77.57325
Banashankari 1st Stage Muneshwara Block KEB,49x,12.94211,77.55079
Banashankari 1st Stage Muneshwara Block KEB,4c9,12.94213,77.55061
Banashankari 3rd Stage 3rd Phase,58t,12.92761,77.55125
Banashankari 3rd Stage 3rd Phase,5d7,12.92763,77.5514
Banashankari 5th Stage,2ow,12.9022,77.52809
Banashankari Bus Station,19x,12.91765,77.57403
Banashankari Bus Station,3t7,12.91779,77.57272
Banashankari Bus Station,4fm,12.91736,77.5727
Banashankari Hunasemara,1fx,12.92097,77.57407
Banashankari Hunasemara,41s,12.91966,77.57413
Banashankari Hunasemara,ag,12.92084,77.57414
Banashankari Post Office,1y1,12.92623,77.56995
Banashankari Post Office,5vu,12.92629,77.56991
Banaswadi Fire Station,28t,13.01131,77.64604
Banawadi,42v,13.11759,77.25546
Banawadi,5xe,13.11756,77.25544
Bandaiahanapalya,39o,13.17612,77.45279
Bandaiahanapalya,l8,13.17629,77.45281
Bandapura,2jb,12.76982,77.72653
Bandapura,4jb,12.76981,77.72655
Bandapura Gate,3ax,13.04174,77.74453
Bandapura Gate,40v,13.04228,77.74459
Bande Bommasandra,4qh,13.07672,77.6809
Bande Bommasandra,nh,13.07664,77.68072
Bande Bommasandra Cross,4ay,13.08121,77.68243
Bande Bommasandra Cross,57a,13.08122,77.68243
Bande Inorpalya,1ry,12.9366,77.36241
Bande Kodigehalli,no,13.17216,77.69082
Bande Kodigehallipalya,6q,13.17275,77.691
Bande Kodigehallipalya,ck,13.17283,77.69107
Bande Maramma Bus Station,572,12.96712,77.51591
Bande Mutt Badavane Radiant Enclave,5zc,12.91277,77.47358
Bande Mutt Gate Kengeri,3am,12.91916,77.47743
Bande Mutt Gate Kengeri,f6,12.91902,77.47752
Bande kodigehalli,2hr,13.17202,77.69075
Bandi Reddy Circle,2pe,12.99141,77.56389
Bandi Reddy Circle,bj,12.99141,77.56384
Bangarappa Nagara,5b6,12.92503,77.52658
Banglow Sulikere,2fm,12.93304,77.45181
Banglow Sulikere,5rr,12.93292,77.45195
Banjara Layout,1cr,13.03826,77.66533
Banjara Layout,1q2,13.03832,77.66516
Banjarapalya,1a1,12.83047,77.48567
Banjarapalya,46l,12.83053,77.4857
Bank Amruthahalli,4gb,13.06601,77.5983
Bank Amruthahalli,4yh,13.06604,77.59824
Bank Circle Bashettyhalli,5gc,13.25811,77.55281
Bank Circle Bashettyhalli,ks,13.258,77.55271
Bank Colony,11t,12.93861,77.55326
Bank Colony,4ro,12.93864,77.55305
Bannerughatta Circle,253,12.81386,77.58123
Bannerughatta Circle,3cn,12.81368,77.58127
Bannerughatta Circle,3xz,12.81382,77.58103
Bannerughatta National Park,1gk,12.80079,77.57787
Bannerughatta National Park,2ev,12.80092,77.57748
Bannigiri,25f,12.75687,77.43645
Bannigiri,3da,12.75686,77.43642
Bannigiri Cross,205,12.74724,77.43327
Bannigiri Cross,4p,12.74727,77.43325
Bannikuppe,3oj,12.847,77.38385
Bannikuppe,4nq,12.84703,77.3839
Bannimangala,sa,13.26026,77.58835
Bapuji Layout Saraswathi Nagara,2h,12.97203,77.52938
Bapujinagara,4gs,12.95321,77.54182
Baradi,p,13.17627,77.36671
Baraguru,17b,12.95115,77.88386
Baraguru,4l9,12.95122,77.88394
Basammanahalli,ge,12.87519,77.35305
Basammanahalli Cross,1dg,12.87484,77.35435
Basammanahalli Cross,5ia,12.8747,77.35432
Basappa Circle,3ub,12.95601,77.57728
Basappa Circle,52y,12.95624,77.57721
Basappa Circle,63v,12.95636,77.57717
Basappa Layout Mattahalli,27s,13.10653,77.45371
Basappa Layout Mattahalli,zc,13.10656,77.45369
Basappanapalya,4wr,12.83133,77.50046
Basappanapalya,sq,12.83134,77.50052
Basappanapalya Cross,579,12.84253,77.50237
Basappanapalya Cross,64t,12.84255,77.50238
Basapura Electronic City,3ip,12.86409,77.65033
Basapura Electronic City,4qz,12.86416,77.65023
Basavanagara,1jz,12.96682,77.68276
Basavanagara,3uo,12.96664,77.68282
Basavanagara Kengeri,1op,12.90106,77.46733
Basavanagara Kengeri,4uh,12.90096,77.46736
Basavanagudi Police Station,4jn,12.94172,77.57384
Basavanagudi Police Station,4pw,12.94158,77.57374
Basavanahalli,1w0,13.11038,77.38823
Basavanahalli,a2,13.11034,77.3882
Basavanahalli Cross,355,13.10231,77.38869
Basavanahalli Cross,356,13.10215,77.38867
Basavanahalli Cross,su,13.10223,77.38875
Basavanapalya,1f4,12.93227,77.40009
Basavanapalya,3as,12.93213,77.40007
Basavanapura,13o,12.84977,77.3835
Basavanapura,221,12.84986,77.38333
Basavanapura,4wg,13.22559,77.57657
Basavanapura,5mj,13.22562,77.57649
Basavanapura Church,2ql,12.84678,77.5932
Basavanapura Gate,5v0,12.8463,77.58821
Basavanapura Gate,9g,12.8463,77.58818
Basavanna Devasthana CK Palya,4zt,12.84391,77.60611
Basavanna Devasthana CK Palya,5qx,12.84393,77.60596
Basavanna Temple Hoovinayakanahalli,18,13.1679,77.6885
Basavanna Temple Hoovinayakanahalli,34w,13.16788,77.6886
Basavapatna,1ac,12.97027,77.17677
Basavapatna,3zj,12.9702,77.17665
Basavenahalli,5pl,13.03853,77.31472
Basavenahalli,63h,13.03857,77.31479
Basavenahalli Colony,39k,13.03605,77.31433
Basavenahalli Colony,gl,13.03604,77.3141
Basaveshwara College,16f,12.99436,77.55276
Basaveshwara College,3bg,12.99439,77.5528
Basaveshwaranagara 1st Phase,82,12.90643,77.46285
Basaveshwaranagara 2nd Phase,67a,12.90829,77.461
Basaveshwaranagara Banandur,28d,12.75942,77.40367
Basaveshwaranagara Banandur,3w6,12.75944,77.40372
Basaveshwaranagara New Bus Stand,111,12.98832,77.5336
Bashettalli,48a,13.26176,77.5527
Bashettalli,9,13.26164,77.5526
Bashyam Circle,1no,13.00473,77.57848
Bashyam Circle,5t4,13.00564,77.57862
Bashyam Circle Rajajinagara,2tp,12.98441,77.5544
Bashyam Circle Rajajinagara,om,12.98391,77.55412
Bashyam Circle Rajajinagara,ox,12.98458,77.55414
Bashyam Circle Rajajinagara,u2,12.98441,77.55398
Bashyam Circle Sadashivanagara,39v,13.0062,77.57905
Bashyam Circle Sadashivanagara,5wb,13.00628,77.57915
Bashyam Nagara Okalipuram,1o,12.98724,77.5677
Bata Show Room banashankari,435,12.92351,77.57006
Bata Show Room banashankari,49g,12.92348,77.57008
Bayalahalli Gate(Bande kodigehalli),3kq,13.17001,77.68996
Bayalahalli Gate(Bande kodigehalli),kv,13.16998,77.69009
Bayalu Bandikhane,28c,13.29561,77.73617
Bayyanapalya,15z,12.87554,77.54355
Bayyanapalya,4uk,12.87558,77.54374
Bayyandahalli,1is,13.00609,77.44226
Bayyandahalli,2pp,13.00608,77.44221
Bayyandahalli Colony,21r,13.00343,77.44231
Bayyandahalli Colony,54s,13.00342,77.44235
Bayyappanahalli,3nf,13.07152,77.7208
Bayyappanahalli,5tk,13.07164,77.7208
Bayyappanahalli Cross,1,12.98559,77.64255
Bayyappanahalli Cross,301,12.98525,77.64246
Bayyappanahalli Gate,3em,12.9916,77.6433
Bayyappanahalli Gate,4ri,12.99157,77.64327
Bayyappanahalli Metro Station,1ly,12.99001,77.65454
Bayyappanahalli Metro Station,2hv,12.98967,77.65404
Bayyappanahalli Metro Station  Back Gate,4u0,12.99166,77.65212
Beedi Karmikara Colony,1by,12.91906,77.471
Beedi Karmikara Colony,4ko,12.91811,77.47935
Beedi Karmikara Colony Gate,1qy,12.92237,77.47478
Beedi Karmikara Colony Gate,4fh,12.92228,77.47492
Beerahalli,3c9,13.15743,77.91538
Beerahalli,4jy,13.15748,77.91533
Beerasandra Chapradakallu,3b0,13.28152,77.61485
Beerasandra Chapradakallu,5yh,13.28138,77.61514
Begihalli,2ka,12.79796,77.60381
Begihalli,3i4,12.79788,77.60381
Beguru,15x,13.18351,77.67959
Beguru,1mw,13.18356,77.67974
Beguru,1yo,13.13887,77.84328
Beguru,3e3,12.87361,77.62535
Beguru,3hl,13.18348,77.67967
Beguru,50g,12.87364,77.62515
Beguru Lake,1au,12.87795,77.62532
Beguru Lake,1zl,12.87783,77.62549
Beguru Nice Road Junction,4m0,12.85445,77.60943
Beguru Nice Road Junction,5hn,12.85446,77.60949
Bekary Chunchaghatta,2bi,12.88648,77.57068
Bekary Chunchaghatta,342,12.88652,77.57071
Belagumba,14z,12.99482,77.24641
Belagumba,3do,12.9949,77.24643
Bellahalli,4nb,13.09913,77.64209
Bellahalli,50h,13.09923,77.64223
Bellahalli Cross,2lt,13.10144,77.63606
Bellahalli Cross,32m,13.10124,77.63492
Bellahalli Cross,33h,13.10134,77.63618
Bellahalli Cross,46g,13.10196,77.63362
Bellahalli Cross,68f,13.10207,77.63351
Bellahalli Cross THS Main Road,60w,13.10113,77.6351
Bellanduru,59s,12.92493,77.67394
Bellanduru City Light Appartment,4x9,12.92412,77.67278
Bellanduru Gate SJP Road,55x,12.91858,77.66991
Bellanduru Gate SJP Road,62,12.91864,77.66931
Bellanduru Petrol Bunk,2vn,12.92322,77.6702
Bellanduru Petrol Bunk,4nk,12.92309,77.6705
Bellathur,5jv,13.00417,77.75694
Bellathur,66e,13.00405,77.75706
Bellathur Colony,25c,12.9996,77.75268
Bellathur Colony,5gl,12.99961,77.75274
Bellikere,2t4,12.93031,77.79724
Bellikere,38o,12.93038,77.79723
Bellikere Cross,25,12.93664,77.79729
Bendiganahalli,1sp,13.0671,77.75759
Bendiganahalli,2wq,13.2175,77.8312
Bendiganahalli,3dr,13.21756,77.8313
Bendiganahalli,53m,13.06721,77.75758
Bendiganahalli,5g5,12.81438,77.74047
Bendiganahalli,pq,12.81443,77.74051
Bendiganahalli Cross,3vm,13.20652,77.83465
Bendiganahalli Cross,4kb,13.20626,77.83458
Bengaluru Central Jail,4u9,12.87368,77.66638
Bengaluru Central Jail,yy,12.8737,77.66617
Bengaluru Children Hospital,122,12.90986,77.51342
Bengaluru Children Hospital1,4ud,12.90994,77.51354
Bengaluru Dairy Circle,133,12.93528,77.60129
Bengaluru Dairy Circle,3nl,12.93716,77.60182
Bengaluru Dairy Circle,471,12.93909,77.60209
Bengaluru Dairy Circle,5y8,12.93709,77.60105
Bengaluru Dairy Circle,630,12.93535,77.60143
Bengaluru High School,2j7,12.95325,77.56762
Bengaluru High School,2ke,12.95209,77.56749
Bengaluru University Gate,3nc,12.93573,77.51332
Bengaluru University Gate,dt,12.93582,77.51282
Bengaluru University Gate,fc,12.93537,77.51269
Bengaluru University Quarters,40g,12.95195,77.50025
Bengaluru University Quarters,x3,12.95176,77.49972
Benniganahalli,1nm,12.99406,77.6632
Benniganahalli,4ub,12.99428,77.6633
Benniganahalli Bridge,1q0,12.99714,77.66288
Benniganahalli Bridge,36f,12.99718,77.66274
Best County,1oa,13.08935,77.5447
Best County,3zl,13.08932,77.54467
Besthamanahalli,52z,12.73084,77.72668
Besthamanahalli,599,12.73087,77.72666
Bethan Byatha,3g4,13.19002,77.48136
Bethan Byatha,84,13.19007,77.48137
Bethimgere Cross,55d,12.86714,77.36812
Bethimgere Cross,5zi,12.86708,77.36815
Bettadasanapura,4m1,12.84157,77.63177
Bettadasanapura,88,12.84158,77.63194
Bettahalasuru Circle,3la,13.16112,77.61103
Bettahalasuru Circle,pe,13.16108,77.61102
Bettahalasuru Cross,2g4,13.1571,77.62336
Bettahalasuru Cross,426,13.15676,77.62261
Bettahalasuru Cross,pr,13.15656,77.62358
Bettahalasuru Hospital,486,13.15926,77.61143
Bettahalasuru Hospital,4is,13.15922,77.61154
Bettahalasuru Village,4j5,13.16278,77.60861
Bettahalasuru Village,51,13.16285,77.60857
Bettahalli,23h,13.16372,77.38641
Bettahalli,52l,13.01679,77.4373
Bettahalli,hv,13.16378,77.38642
Bettahalli Colony,2cz,13.01531,77.44326
Bettahalli Colony,2qc,13.01532,77.44321
Bettahalli Colony,5s3,13.16215,77.38433
Bettahalli Colony,em,13.1621,77.38436
Bettahalli Cross,3e6,13.00812,77.4348
Bettahalli Cross,60p,13.00817,77.43473
Bettahalli Gate,3kd,13.19325,77.81307
Bettahalli Gate,5hv,13.1821,77.83163
Bettahalli Kaval,379,12.73518,77.50918
Bettahalli Kaval,3hc,12.73521,77.50922
Bettahalli Layout,1o7,13.0924,77.55947
Bettahalli Layout,4qr,13.09233,77.55956
Bettahallipalya,1ev,13.16176,77.39286
Bettahallipalya,57,13.16168,77.39285
Bettakote,24p,13.19941,77.73925
Bettanahalli Site,5i3,13.21012,77.58795
Bettanahalli Site,k,13.21008,77.58793
Bettanapalya,4j3,12.91202,77.44321
Bettanapalya,4xr,12.91199,77.44335
Bettenahalli,5nn,13.20867,77.5882
Bettenahalli,74,13.20872,77.5882
Bevina Mara Kannamangala,1ow,13.02809,77.76037
Bevina Mara Kannamangala,4wu,13.02801,77.76027
Bhadrappa Layout,1rc,13.04752,77.57595
Bhadrappa Layout,2f2,13.0472,77.57339
Bhagwan Mahaveer Jain Hospital,4e3,12.99059,77.59596
Bhagya Nagara,4y2,12.86091,77.58543
Bhagya Nagara,vj,12.86084,77.58551
Bhaktharahalli,2q,13.02193,77.79627
Bhaktharahalli,3hd,13.02196,77.79627
Bhaktharahalli,4he,13.02044,77.79462
Bhaktharahalli Cross,29h,13.01852,77.78438
Bhaktharahalli Cross,4ph,13.01851,77.78448
Bhakthi Yoga Ashrama,4u6,13.02262,77.6893
Bhakthi Yoga Ashrama,5aw,13.02256,77.68928
Bhakthipura Cross,57l,12.75742,77.76182
Bhakthipura Cross,5ar,12.75735,77.76188
Bhantaraguppe,37o,12.98787,77.27363
Bhantaraguppe,62m,12.98786,77.27372
Bharath Nagara 1st Phase,4r7,12.98117,77.48513
Bharath Nagara 1st Phase,56i,12.98118,77.48508
Bharath Nagara 2nd Stage,67d,12.97868,77.47781
Bharath Nagara 2nd Stage,ip,12.97866,77.47789
Bharath Petrol Bunk Thyamagondlu,30z,13.21928,77.29097
Bharathi Nagara,3nd,13.13752,77.61764
Bharathi Nagara,3r7,13.1374,77.61746
Bharathi Nursing Home Jayanagara,37m,12.93683,77.57396
Bharathi Nursing Home Jayanagara,5ss,12.9369,77.57404
Bharathnagara Sunkadakatte,38e,12.97957,77.50205
Bharathnagara Sunkadakatte,4p3,12.97958,77.50203
Bhattarahalli,9m,13.01951,77.70898
Bhattarahalli,jw,13.02046,77.70985
Bhattarahalli Bank Of India,14r,13.01521,77.70947
Bhavani Nagara 2nd Stage,2e0,12.96323,77.48182
Bhavani Nagara 2nd Stage,r0,12.96316,77.48186
Bhavani Nagara 2nd Stage Cross,39q,12.96072,77.48821
Bhavani Nagara 2nd Stage Cross,4bm,12.96075,77.48813
Bheemajyothi Nagara Shankara Mutt,3vo,13.00219,77.54073
Bheemajyothi Nagara Shankara Mutt,489,13.00257,77.54096
Bheemanakuppe,1fu,12.90409,77.43824
Bheemanakuppe,1yk,12.90418,77.43814
Bheemanakuppe Cross,2is,12.89479,77.43676
Bheemanakuppe Cross,57v,12.89465,77.43682
Bhimakanahalli Gate,2hc,13.13529,77.85584
Bhimakanahalli Gate,36g,13.13531,77.85597
Bhodhana Hosahalli,20r,12.97886,77.80248
Bhodhana Hosahalli,7n,12.97884,77.80247
Bhoganahalli,5tt,12.92644,77.70108
Bhokipura,19b,12.73601,77.47455
Bhokipura,5er,12.73597,77.47426
Bhoopasandra,2gv,13.04244,77.58086
Bhoopasandra,44h,13.04247,77.5808
Bhoopasandra Ayyappa Bakery,261,13.04265,77.57706
Bhoopasandra Ayyappa Bakery,5mb,13.04263,77.57715
Bhovi Colony,4cj,12.88837,77.67608
Bhovi Colony,653,12.8884,77.67617
Bhovipalya,3wv,13.20166,77.64511
Bhovipalya,3x6,13.20163,77.64509
Bhovipalya,4z0,12.8935,77.79742
Bhovipalya,5tz,12.89336,77.79745
Bhovipalya,60x,13.20209,77.62376
Bhuvanahalli Gate,1qi,13.21859,77.6798
Bhuvanahalli Gate,2iq,13.21853,77.68001
Bhuvanahalli Gate,2md,13.2187,77.67964
Bhuvaneshwari Nagara,3sw,13.03216,77.60482
Bhuvaneshwari Nagara,4m3,13.03719,77.4913
Bhuvaneshwari Nagara,ee,12.92295,77.54897
Bhuvaneshwari Nagara,ls,13.03713,77.49131
Bhuvaneshwari Nagara,z5,12.92298,77.54904
Bhuvaneshwari Nagara 1st Stage,20e,12.94227,77.4903
Bhuvaneshwari Nagara 1st Stage,2tc,12.94222,77.49044
Bhuvaneshwari Nagara 2nd Stage,1ip,12.94262,77.48728
Bhuvaneshwari Nagara 2nd Stage,480,12.94259,77.48713
Bhuvaneshwari Nagara Mahalakshmi Temple,vc,12.92191,77.55084
Bhuvaneshwari Petrol Bunk,482,13.13876,77.35144
Bhuvaneshwari Petrol Bunk,rq,13.1392,77.35126
